Date,O/N
25 Apr 2023,1.6830
24 Apr 2023,1.5990
23 Apr 2023,1.8060
21 Apr 2023,2.2720
20 Apr 2023,2.2070
19 Apr 2023,2.1300
18 Apr 2023,2.0470
17 Apr 2023,1.8180
14 Apr 2023,1.6050
13 Apr 2023,1.3260
12 Apr 2023,1.3900
11 Apr 2023,1.4210
10 Apr 2023,1.3240
07 Apr 2023,1.3740
06 Apr 2023,1.3400
04 Apr 2023,1.1030
03 Apr 2023,1.3540
31 Mar 2023,1.8380
30 Mar 2023,0.8360
29 Mar 2023,0.9010
28 Mar 2023,1.1210
27 Mar 2023,1.1060
24 Mar 2023,1.2880
23 Mar 2023,1.5580
22 Mar 2023,2.0240
21 Mar 2023,2.4590
20 Mar 2023,2.2730
17 Mar 2023,2.2620
16 Mar 2023,2.2940
15 Mar 2023,2.1090
14 Mar 2023,1.8290
13 Mar 2023,1.6140
10 Mar 2023,1.8290
09 Mar 2023,1.3730
08 Mar 2023,1.6480
07 Mar 2023,1.4360
06 Mar 2023,1.2310
03 Mar 2023,1.2910
02 Mar 2023,1.6200
01 Mar 2023,2.0870
28 Feb 2023,2.0830
27 Feb 2023,1.8170
24 Feb 2023,1.4330
23 Feb 2023,1.4750
22 Feb 2023,1.7650
21 Feb 2023,2.1950
20 Feb 2023,2.1570
17 Feb 2023,2.1150
16 Feb 2023,2.0050
15 Feb 2023,1.9020
14 Feb 2023,1.5760
13 Feb 2023,1.4120
10 Feb 2023,1.8650
09 Feb 2023,2.3180
08 Feb 2023,2.3650
07 Feb 2023,2.2410
06 Feb 2023,1.7820
03 Feb 2023,1.2620
02 Feb 2023,1.6350
01 Feb 2023,2.1190
31 Jan 2023,1.9880
30 Jan 2023,1.4110
29 Jan 2023,1.2020
28 Jan 2023,1.4320
20 Jan 2023,1.8340
19 Jan 2023,1.6560
18 Jan 2023,1.9330
17 Jan 2023,1.8520
16 Jan 2023,1.5680
13 Jan 2023,1.2420
12 Jan 2023,1.4650
11 Jan 2023,1.4260
10 Jan 2023,1.1160
09 Jan 2023,0.6710
06 Jan 2023,0.5390
05 Jan 2023,0.5740
04 Jan 2023,1.0030
03 Jan 2023,1.4750
30 Dec 2016,2.2300
29 Dec 2016,2.2270
28 Dec 2016,2.2460
27 Dec 2016,2.2640
26 Dec 2016,2.2940
23 Dec 2016,2.3230
22 Dec 2016,2.3410
21 Dec 2016,2.3450
20 Dec 2016,2.3450
19 Dec 2016,2.3350
16 Dec 2016,2.3300
15 Dec 2016,2.3110
14 Dec 2016,2.3000
13 Dec 2016,2.2960
12 Dec 2016,2.2920
09 Dec 2016,2.2925
08 Dec 2016,2.2908
07 Dec 2016,2.2920
06 Dec 2016,2.2990
05 Dec 2016,2.3080
02 Dec 2016,2.3200
01 Dec 2016,2.3250
30 Nov 2016,2.3160
29 Nov 2016,2.3020
28 Nov 2016,2.2980
25 Nov 2016,2.2890
24 Nov 2016,2.2820
23 Nov 2016,2.2770
22 Nov 2016,2.2730
21 Nov 2016,2.2710
18 Nov 2016,2.2650
17 Nov 2016,2.2590
16 Nov 2016,2.2570
15 Nov 2016,2.2470
14 Nov 2016,2.2310
11 Nov 2016,2.2110
10 Nov 2016,2.1960
09 Nov 2016,2.1820
08 Nov 2016,2.1870
07 Nov 2016,2.2060
04 Nov 2016,2.2320
03 Nov 2016,2.2450
02 Nov 2016,2.2492
01 Nov 2016,2.2520
31 Oct 2016,2.2530
28 Oct 2016,2.2540
27 Oct 2016,2.2540
26 Oct 2016,2.2480
25 Oct 2016,2.2380
24 Oct 2016,2.2310
21 Oct 2016,2.2220
20 Oct 2016,2.2080
19 Oct 2016,2.1960
18 Oct 2016,2.1730
17 Oct 2016,2.1590
14 Oct 2016,2.1530
13 Oct 2016,2.1510
12 Oct 2016,2.1500
11 Oct 2016,2.1530
10 Oct 2016,2.1620
09 Oct 2016,2.1750
08 Oct 2016,2.1930
30 Sep 2016,2.3270
29 Sep 2016,2.1880
28 Sep 2016,2.1780
27 Sep 2016,2.1660
26 Sep 2016,2.1640
23 Sep 2016,2.1668
22 Sep 2016,2.1680
21 Sep 2016,2.1670
20 Sep 2016,2.1590
19 Sep 2016,2.1540
18 Sep 2016,2.1400
14 Sep 2016,2.1280
13 Sep 2016,2.1080
12 Sep 2016,2.0950
09 Sep 2016,2.0850
08 Sep 2016,2.0810
07 Sep 2016,2.0803
06 Sep 2016,2.0770
05 Sep 2016,2.0700
02 Sep 2016,2.0660
01 Sep 2016,2.0660
31 Aug 2016,2.0650
30 Aug 2016,2.0630
29 Aug 2016,2.0490
26 Aug 2016,2.0440
25 Aug 2016,2.0440
24 Aug 2016,2.0430
23 Aug 2016,2.0330
22 Aug 2016,2.0233
19 Aug 2016,2.0230
18 Aug 2016,2.0230
17 Aug 2016,2.0220
16 Aug 2016,2.0220
15 Aug 2016,2.0233
12 Aug 2016,2.0210
11 Aug 2016,2.0210
10 Aug 2016,2.0170
09 Aug 2016,2.0100
08 Aug 2016,2.0050
05 Aug 2016,2.0020
04 Aug 2016,2.0020
03 Aug 2016,2.0040
02 Aug 2016,2.0080
01 Aug 2016,2.0120
29 Jul 2016,2.0170
28 Jul 2016,2.0280
27 Jul 2016,2.0380
26 Jul 2016,2.0370
25 Jul 2016,2.0320
22 Jul 2016,2.0230
21 Jul 2016,2.0080
20 Jul 2016,2.0050
19 Jul 2016,2.0030
18 Jul 2016,1.9960
15 Jul 2016,1.9960
14 Jul 2016,1.9930
13 Jul 2016,1.9930
12 Jul 2016,1.9940
11 Jul 2016,1.9960
08 Jul 2016,1.9960
07 Jul 2016,1.9970
06 Jul 2016,1.9990
05 Jul 2016,2.0070
04 Jul 2016,2.0140
01 Jul 2016,2.0270
30 Jun 2016,2.0370
29 Jun 2016,2.0380
28 Jun 2016,2.0400
27 Jun 2016,2.0380
24 Jun 2016,2.0350
23 Jun 2016,2.0320
22 Jun 2016,2.0270
21 Jun 2016,2.0190
20 Jun 2016,2.0100
17 Jun 2016,2.0050
16 Jun 2016,2.0020
15 Jun 2016,2.0000
14 Jun 2016,2.0000
13 Jun 2016,2.0000
12 Jun 2016,2.0000
08 Jun 2016,2.0000
07 Jun 2016,2.0000
06 Jun 2016,1.9980
03 Jun 2016,1.9990
02 Jun 2016,2.0040
01 Jun 2016,2.0060
31 May 2016,2.0100
30 May 2016,2.0020
27 May 2016,2.0010
26 May 2016,2.0010
25 May 2016,2.0010
24 May 2016,2.0020
23 May 2016,2.0040
20 May 2016,2.0080
19 May 2016,2.0100
18 May 2016,2.0110
17 May 2016,2.0110
16 May 2016,2.0050
13 May 2016,2.0020
12 May 2016,2.0000
11 May 2016,1.9990
10 May 2016,1.9990
09 May 2016,1.9990
06 May 2016,2.0000
05 May 2016,2.0010
04 May 2016,2.0000
03 May 2016,2.0033
29 Apr 2016,2.0490
28 Apr 2016,2.0210
27 Apr 2016,2.0240
26 Apr 2016,2.0360
25 Apr 2016,2.0450
22 Apr 2016,2.0380
21 Apr 2016,2.0290
20 Apr 2016,2.0180
19 Apr 2016,2.0040
18 Apr 2016,1.9980
15 Apr 2016,1.9950
14 Apr 2016,1.9990
13 Apr 2016,1.9960
12 Apr 2016,1.9930
11 Apr 2016,1.9850
08 Apr 2016,1.9800
07 Apr 2016,1.9783
06 Apr 2016,1.9830
05 Apr 2016,1.9930
01 Apr 2016,2.0140
31 Mar 2016,2.0170
30 Mar 2016,2.0040
29 Mar 2016,1.9960
28 Mar 2016,1.9920
25 Mar 2016,1.9890
24 Mar 2016,1.9950
23 Mar 2016,2.0000
22 Mar 2016,2.0070
21 Mar 2016,1.9980
18 Mar 2016,1.9900
17 Mar 2016,1.9700
16 Mar 2016,1.9560
15 Mar 2016,1.9530
14 Mar 2016,1.9490
11 Mar 2016,1.9450
10 Mar 2016,1.9470
09 Mar 2016,1.9500
08 Mar 2016,1.9500
07 Mar 2016,1.9510
04 Mar 2016,1.9500
03 Mar 2016,1.9570
02 Mar 2016,1.9620
01 Mar 2016,1.9680
29 Feb 2016,2.0070
26 Feb 2016,2.0480
25 Feb 2016,2.0040
24 Feb 2016,1.9560
23 Feb 2016,1.9330
22 Feb 2016,1.9340
19 Feb 2016,1.9380
18 Feb 2016,1.9510
17 Feb 2016,1.9680
16 Feb 2016,1.9740
15 Feb 2016,1.9770
14 Feb 2016,1.9780
06 Feb 2016,2.2810
05 Feb 2016,1.9840
04 Feb 2016,1.9830
03 Feb 2016,1.9830
02 Feb 2016,1.9840
01 Feb 2016,1.9870
29 Jan 2016,1.9890
28 Jan 2016,1.9920
27 Jan 2016,1.9950
26 Jan 2016,1.9970
25 Jan 2016,2.0090
22 Jan 2016,2.0280
21 Jan 2016,2.0140
20 Jan 2016,1.9830
19 Jan 2016,1.9590
18 Jan 2016,1.9540
15 Jan 2016,1.9560
14 Jan 2016,1.9500
13 Jan 2016,1.9500
12 Jan 2016,1.9510
11 Jan 2016,1.9510
08 Jan 2016,1.9580
07 Jan 2016,1.9660
06 Jan 2016,1.9800
05 Jan 2016,1.9980
04 Jan 2016,1.9950
31 Dec 2011,4.9992
30 Dec 2011,3.4067
29 Dec 2011,3.4175
28 Dec 2011,3.4202
27 Dec 2011,3.0775
26 Dec 2011,2.9992
23 Dec 2011,2.9392
22 Dec 2011,2.9350
21 Dec 2011,2.8983
20 Dec 2011,2.8775
19 Dec 2011,2.8763
16 Dec 2011,2.8758
15 Dec 2011,2.9483
14 Dec 2011,2.9158
13 Dec 2011,2.9513
12 Dec 2011,2.9475
09 Dec 2011,2.8900
08 Dec 2011,2.8596
07 Dec 2011,2.8696
06 Dec 2011,2.8504
05 Dec 2011,2.8567
02 Dec 2011,2.9723
01 Dec 2011,2.9775
30 Nov 2011,3.4250
29 Nov 2011,3.4086
28 Nov 2011,3.7075
25 Nov 2011,4.0192
24 Nov 2011,3.9467
23 Nov 2011,3.9567
22 Nov 2011,3.8342
21 Nov 2011,3.6033
18 Nov 2011,3.4225
17 Nov 2011,3.2292
16 Nov 2011,2.9250
15 Nov 2011,2.9125
14 Nov 2011,2.8988
11 Nov 2011,2.8233
10 Nov 2011,3.1254
09 Nov 2011,3.1167
08 Nov 2011,3.1117
07 Nov 2011,3.0933
04 Nov 2011,3.0900
03 Nov 2011,3.0900
02 Nov 2011,3.0964
01 Nov 2011,3.3025
31 Oct 2011,4.6950
28 Oct 2011,4.8983
27 Oct 2011,4.1875
26 Oct 2011,3.9983
25 Oct 2011,3.5983
24 Oct 2011,3.0650
21 Oct 2011,3.0738
20 Oct 2011,3.0100
19 Oct 2011,2.8963
18 Oct 2011,2.8308
17 Oct 2011,2.8075
14 Oct 2011,2.8800
13 Oct 2011,2.9642
12 Oct 2011,2.9950
11 Oct 2011,3.4417
10 Oct 2011,3.8192
09 Oct 2011,4.5642
08 Oct 2011,4.8604
30 Sep 2011,4.8925
29 Sep 2011,3.8721
28 Sep 2011,3.9917
27 Sep 2011,4.0550
26 Sep 2011,3.0958
23 Sep 2011,3.2942
22 Sep 2011,3.5042
21 Sep 2011,3.7346
20 Sep 2011,3.7975
19 Sep 2011,3.4777
16 Sep 2011,3.1900
15 Sep 2011,3.1933
14 Sep 2011,2.9575
13 Sep 2011,2.9525
09 Sep 2011,3.0408
08 Sep 2011,3.1058
07 Sep 2011,3.0546
06 Sep 2011,2.9975
05 Sep 2011,3.8892
02 Sep 2011,3.4808
01 Sep 2011,3.4192
31 Aug 2011,3.3538
30 Aug 2011,3.4308
29 Aug 2011,3.1650
26 Aug 2011,3.2235
25 Aug 2011,3.3377
24 Aug 2011,3.7683
23 Aug 2011,4.2306
22 Aug 2011,4.0300
19 Aug 2011,3.6892
18 Aug 2011,3.4425
17 Aug 2011,2.9992
16 Aug 2011,2.9871
15 Aug 2011,2.8492
12 Aug 2011,2.7942
11 Aug 2011,2.7438
10 Aug 2011,3.0425
09 Aug 2011,2.7368
08 Aug 2011,2.7286
05 Aug 2011,2.8175
04 Aug 2011,2.8442
03 Aug 2011,2.8133
02 Aug 2011,2.8121
01 Aug 2011,3.0263
29 Jul 2011,3.4817
28 Jul 2011,3.6367
27 Jul 2011,4.1483
26 Jul 2011,4.6150
25 Jul 2011,5.1408
22 Jul 2011,5.2967
21 Jul 2011,5.4208
20 Jul 2011,4.7383
19 Jul 2011,4.4300
18 Jul 2011,3.6367
15 Jul 2011,3.8683
14 Jul 2011,4.2217
13 Jul 2011,3.4525
12 Jul 2011,2.4325
11 Jul 2011,4.0150
08 Jul 2011,4.9983
07 Jul 2011,4.8292
06 Jul 2011,5.5817
05 Jul 2011,5.8392
04 Jul 2011,2.8505
01 Jul 2011,4.7297
30 Jun 2011,4.9983
29 Jun 2011,5.0350
28 Jun 2011,5.0554
27 Jun 2011,6.1117
24 Jun 2011,7.0502
23 Jun 2011,7.3325
22 Jun 2011,7.4700
21 Jun 2011,7.1375
20 Jun 2011,6.9550
17 Jun 2011,3.9850
16 Jun 2011,3.9957
15 Jun 2011,3.9878
14 Jun 2011,3.4842
13 Jun 2011,3.8025
10 Jun 2011,3.8167
09 Jun 2011,3.7858
08 Jun 2011,3.6663
07 Jun 2011,2.9967
03 Jun 2011,2.5050
02 Jun 2011,2.8436
01 Jun 2011,3.1454
31 May 2011,3.8433
30 May 2011,2.5500
27 May 2011,2.8362
26 May 2011,4.8533
25 May 2011,4.9992
24 May 2011,4.4767
23 May 2011,4.0008
20 May 2011,4.0050
19 May 2011,3.5467
18 May 2011,3.1492
17 May 2011,2.0992
16 May 2011,2.0908
13 May 2011,2.0892
12 May 2011,2.0858
11 May 2011,2.1006
10 May 2011,2.1100
09 May 2011,2.1200
06 May 2011,1.9938
05 May 2011,1.9942
04 May 2011,2.5167
03 May 2011,2.5525
29 Apr 2011,2.4992
28 Apr 2011,2.0242
27 Apr 2011,2.0233
26 Apr 2011,2.6792
25 Apr 2011,2.6958
22 Apr 2011,3.0775
21 Apr 2011,3.5333
20 Apr 2011,1.7569
19 Apr 2011,1.7637
18 Apr 2011,1.7629
15 Apr 2011,1.7282
14 Apr 2011,1.7338
13 Apr 2011,1.7361
12 Apr 2011,1.7452
11 Apr 2011,1.7571
08 Apr 2011,1.7663
07 Apr 2011,1.7717
06 Apr 2011,1.7829
02 Apr 2011,1.7802
01 Apr 2011,1.7922
31 Mar 2011,1.7992
30 Mar 2011,1.7858
29 Mar 2011,1.7883
28 Mar 2011,1.7883
25 Mar 2011,1.8675
24 Mar 2011,1.8790
23 Mar 2011,1.8992
22 Mar 2011,1.9158
21 Mar 2011,1.9242
18 Mar 2011,1.6692
17 Mar 2011,1.6733
16 Mar 2011,1.6783
15 Mar 2011,1.6804
14 Mar 2011,1.6875
11 Mar 2011,1.6858
10 Mar 2011,1.6792
09 Mar 2011,1.6875
08 Mar 2011,1.6917
07 Mar 2011,1.7858
04 Mar 2011,1.8933
03 Mar 2011,1.9419
02 Mar 2011,2.0183
01 Mar 2011,2.1875
28 Feb 2011,2.3783
25 Feb 2011,2.7028
24 Feb 2011,2.2892
23 Feb 2011,1.9950
22 Feb 2011,2.0167
21 Feb 2011,2.1783
18 Feb 2011,2.1075
17 Feb 2011,2.1867
16 Feb 2011,2.3008
15 Feb 2011,2.3100
14 Feb 2011,2.3100
12 Feb 2011,2.5950
11 Feb 2011,2.8850
10 Feb 2011,2.8758
09 Feb 2011,3.8475
01 Feb 2011,3.3458
31 Jan 2011,5.0142
30 Jan 2011,7.9833
28 Jan 2011,7.6992
27 Jan 2011,7.9997
26 Jan 2011,7.7608
25 Jan 2011,7.2042
24 Jan 2011,5.0408
21 Jan 2011,5.7242
20 Jan 2011,5.7083
19 Jan 2011,2.6275
18 Jan 2011,1.9971
17 Jan 2011,1.9258
14 Jan 2011,1.9217
13 Jan 2011,1.9157
12 Jan 2011,1.9625
11 Jan 2011,1.9800
10 Jan 2011,2.0100
07 Jan 2011,2.1200
06 Jan 2011,2.1804
05 Jan 2011,2.6800
04 Jan 2011,2.9308
31 Dec 2020,1.0930
30 Dec 2020,0.6440
29 Dec 2020,0.6240
28 Dec 2020,0.6730
25 Dec 2020,0.7930
24 Dec 2020,0.6090
23 Dec 2020,0.6230
22 Dec 2020,1.0150
21 Dec 2020,1.4890
18 Dec 2020,1.7230
17 Dec 2020,1.3560
16 Dec 2020,0.9740
15 Dec 2020,1.4030
14 Dec 2020,1.7020
11 Dec 2020,1.4310
10 Dec 2020,0.9790
09 Dec 2020,1.0650
08 Dec 2020,1.3020
07 Dec 2020,1.3660
04 Dec 2020,1.0860
03 Dec 2020,0.9010
02 Dec 2020,0.7420
01 Dec 2020,0.7640
30 Nov 2020,1.1150
27 Nov 2020,0.8360
26 Nov 2020,1.2980
25 Nov 2020,1.5780
24 Nov 2020,1.8280
23 Nov 2020,1.8390
20 Nov 2020,1.9590
19 Nov 2020,1.9180
18 Nov 2020,1.7200
17 Nov 2020,1.7980
16 Nov 2020,2.2520
13 Nov 2020,2.5230
12 Nov 2020,2.5210
11 Nov 2020,2.3140
10 Nov 2020,2.3330
09 Nov 2020,2.1930
06 Nov 2020,1.7900
05 Nov 2020,1.3770
04 Nov 2020,1.4490
03 Nov 2020,1.8680
02 Nov 2020,2.3220
30 Oct 2020,2.2360
29 Oct 2020,2.1250
28 Oct 2020,2.3790
27 Oct 2020,2.3800
26 Oct 2020,2.1800
23 Oct 2020,2.1610
22 Oct 2020,1.9110
21 Oct 2020,1.9880
20 Oct 2020,2.1620
19 Oct 2020,2.1870
16 Oct 2020,2.0170
15 Oct 2020,2.0630
14 Oct 2020,1.9620
13 Oct 2020,1.7000
12 Oct 2020,1.5300
10 Oct 2020,1.6280
09 Oct 2020,2.0380
30 Sep 2020,2.3610
29 Sep 2020,0.9130
28 Sep 2020,0.6020
27 Sep 2020,0.6850
25 Sep 2020,1.1130
24 Sep 2020,1.4240
23 Sep 2020,1.8840
22 Sep 2020,2.2860
21 Sep 2020,2.2040
18 Sep 2020,2.1010
17 Sep 2020,1.7690
16 Sep 2020,1.4040
15 Sep 2020,1.7310
14 Sep 2020,1.6070
11 Sep 2020,1.4640
10 Sep 2020,1.3400
09 Sep 2020,1.6070
08 Sep 2020,2.0510
07 Sep 2020,2.0880
04 Sep 2020,2.0520
03 Sep 2020,1.7420
02 Sep 2020,2.0940
01 Sep 2020,2.1040
31 Aug 2020,1.7660
28 Aug 2020,1.3450
27 Aug 2020,1.4770
26 Aug 2020,1.6300
25 Aug 2020,1.9690
24 Aug 2020,2.3595
21 Aug 2020,2.2580
20 Aug 2020,2.1720
19 Aug 2020,2.1480
18 Aug 2020,2.1150
17 Aug 2020,2.1280
14 Aug 2020,2.1750
13 Aug 2020,2.1620
12 Aug 2020,2.1520
11 Aug 2020,2.2010
10 Aug 2020,2.1290
07 Aug 2020,2.0570
06 Aug 2020,1.6610
05 Aug 2020,1.6900
04 Aug 2020,1.9250
03 Aug 2020,1.5700
31 Jul 2020,1.7880
30 Jul 2020,1.3690
29 Jul 2020,1.4500
28 Jul 2020,1.7530
27 Jul 2020,1.9940
24 Jul 2020,1.8430
23 Jul 2020,1.8580
22 Jul 2020,1.3360
21 Jul 2020,1.5840
20 Jul 2020,1.9565
17 Jul 2020,2.3280
16 Jul 2020,2.2465
15 Jul 2020,2.0220
14 Jul 2020,1.6700
13 Jul 2020,2.1280
10 Jul 2020,2.1970
09 Jul 2020,2.1890
08 Jul 2020,2.0880
07 Jul 2020,1.7060
06 Jul 2020,1.3460
03 Jul 2020,1.3640
02 Jul 2020,1.7450
01 Jul 2020,1.9670
30 Jun 2020,1.7850
29 Jun 2020,1.0120
28 Jun 2020,1.0960
24 Jun 2020,1.5400
23 Jun 2020,1.9710
22 Jun 2020,2.1330
19 Jun 2020,2.1310
18 Jun 2020,2.1230
17 Jun 2020,2.0480
16 Jun 2020,1.7510
15 Jun 2020,1.4770
12 Jun 2020,1.5290
11 Jun 2020,1.7570
10 Jun 2020,1.8490
09 Jun 2020,1.8330
08 Jun 2020,1.8900
05 Jun 2020,1.5820
04 Jun 2020,1.9630
03 Jun 2020,1.8850
02 Jun 2020,1.4680
01 Jun 2020,1.6290
29 May 2020,2.0970
28 May 2020,2.1020
27 May 2020,2.1040
26 May 2020,1.8800
25 May 2020,1.4730
22 May 2020,1.0940
21 May 2020,1.1040
20 May 2020,1.2200
19 May 2020,1.3850
18 May 2020,0.9050
15 May 2020,0.8640
14 May 2020,0.7430
13 May 2020,0.7050
12 May 2020,0.8030
11 May 2020,0.8760
09 May 2020,0.8500
08 May 2020,0.9380
07 May 2020,1.1430
06 May 2020,1.4830
30 Apr 2020,1.8880
29 Apr 2020,0.6610
28 Apr 2020,0.8740
27 Apr 2020,0.8740
26 Apr 2020,0.9080
24 Apr 2020,0.9120
23 Apr 2020,0.8930
22 Apr 2020,0.9010
21 Apr 2020,0.9010
20 Apr 2020,0.8960
17 Apr 2020,0.7160
16 Apr 2020,0.7020
15 Apr 2020,0.8010
14 Apr 2020,0.9940
13 Apr 2020,1.3780
10 Apr 2020,1.3490
09 Apr 2020,1.1820
08 Apr 2020,0.8930
07 Apr 2020,0.8060
03 Apr 2020,1.0010
02 Apr 2020,1.2780
01 Apr 2020,1.4030
31 Mar 2020,1.6140
30 Mar 2020,1.3740
27 Mar 2020,1.1040
26 Mar 2020,0.8450
25 Mar 2020,0.8470
24 Mar 2020,0.8140
23 Mar 2020,0.8450
20 Mar 2020,0.7950
19 Mar 2020,0.8460
18 Mar 2020,0.9630
17 Mar 2020,1.0830
16 Mar 2020,1.2310
13 Mar 2020,1.4140
12 Mar 2020,1.6640
11 Mar 2020,2.1180
10 Mar 2020,2.0140
09 Mar 2020,1.5880
06 Mar 2020,1.3620
05 Mar 2020,1.4500
04 Mar 2020,1.4620
03 Mar 2020,1.6220
02 Mar 2020,1.7140
28 Feb 2020,1.6280
27 Feb 2020,1.3470
26 Feb 2020,1.4990
25 Feb 2020,1.6020
24 Feb 2020,1.5330
21 Feb 2020,1.3550
20 Feb 2020,1.4030
19 Feb 2020,1.6260
18 Feb 2020,1.5030
17 Feb 2020,1.4250
14 Feb 2020,1.2560
13 Feb 2020,1.4430
12 Feb 2020,1.5210
11 Feb 2020,1.5600
10 Feb 2020,1.6520
07 Feb 2020,1.7930
06 Feb 2020,1.8190
05 Feb 2020,2.0510
04 Feb 2020,2.2730
03 Feb 2020,2.5040
23 Jan 2020,2.4440
22 Jan 2020,1.5340
21 Jan 2020,1.8850
20 Jan 2020,2.2480
19 Jan 2020,2.4130
17 Jan 2020,2.5220
16 Jan 2020,2.6090
15 Jan 2020,2.6540
14 Jan 2020,2.5180
13 Jan 2020,2.0590
10 Jan 2020,1.7722
09 Jan 2020,1.6900
08 Jan 2020,1.5530
07 Jan 2020,1.2150
06 Jan 2020,1.0030
03 Jan 2020,1.1620
02 Jan 2020,1.4436
31 Dec 2012,3.8660
28 Dec 2012,2.2860
27 Dec 2012,2.2925
26 Dec 2012,2.3030
25 Dec 2012,2.3000
24 Dec 2012,2.3000
21 Dec 2012,2.4200
20 Dec 2012,2.6380
19 Dec 2012,2.2775
18 Dec 2012,2.2800
17 Dec 2012,2.2560
14 Dec 2012,2.2559
13 Dec 2012,2.2747
12 Dec 2012,2.2600
11 Dec 2012,2.2500
10 Dec 2012,2.2490
07 Dec 2012,2.2503
06 Dec 2012,2.2399
05 Dec 2012,2.2500
04 Dec 2012,2.2500
03 Dec 2012,2.2580
30 Nov 2012,2.2533
29 Nov 2012,2.3148
28 Nov 2012,2.3150
27 Nov 2012,2.3108
26 Nov 2012,2.2992
23 Nov 2012,2.2525
22 Nov 2012,2.3150
21 Nov 2012,2.3042
20 Nov 2012,2.2422
19 Nov 2012,2.1540
16 Nov 2012,2.2775
15 Nov 2012,2.2775
14 Nov 2012,2.2974
13 Nov 2012,2.3200
12 Nov 2012,2.5221
09 Nov 2012,2.6183
08 Nov 2012,2.5748
07 Nov 2012,2.5688
06 Nov 2012,2.5267
05 Nov 2012,2.6933
02 Nov 2012,2.6758
01 Nov 2012,3.0433
31 Oct 2012,2.9550
30 Oct 2012,3.0585
29 Oct 2012,4.4292
26 Oct 2012,3.3150
25 Oct 2012,2.7092
24 Oct 2012,2.7633
23 Oct 2012,2.3446
22 Oct 2012,2.2435
19 Oct 2012,2.1958
18 Oct 2012,2.1943
17 Oct 2012,2.2192
16 Oct 2012,2.2058
15 Oct 2012,2.0408
12 Oct 2012,2.4228
11 Oct 2012,2.4475
10 Oct 2012,2.6500
09 Oct 2012,3.3635
08 Oct 2012,3.7192
29 Sep 2012,3.2800
28 Sep 2012,2.4758
27 Sep 2012,2.9992
26 Sep 2012,2.9975
25 Sep 2012,4.5000
24 Sep 2012,4.3892
21 Sep 2012,4.2892
20 Sep 2012,3.9992
19 Sep 2012,3.5008
18 Sep 2012,2.9217
17 Sep 2012,2.7150
14 Sep 2012,2.6732
13 Sep 2012,2.6833
12 Sep 2012,2.5983
11 Sep 2012,2.4992
10 Sep 2012,2.2992
07 Sep 2012,2.1253
06 Sep 2012,2.1237
05 Sep 2012,2.1375
04 Sep 2012,2.0075
03 Sep 2012,2.0500
31 Aug 2012,2.0657
30 Aug 2012,2.3838
29 Aug 2012,2.5992
28 Aug 2012,2.7001
27 Aug 2012,2.6975
24 Aug 2012,2.6983
23 Aug 2012,3.0550
22 Aug 2012,3.0800
21 Aug 2012,3.4900
20 Aug 2012,3.3525
17 Aug 2012,3.1750
16 Aug 2012,3.0942
15 Aug 2012,3.1117
14 Aug 2012,2.6750
13 Aug 2012,2.4342
10 Aug 2012,2.6592
09 Aug 2012,2.5992
08 Aug 2012,2.5483
07 Aug 2012,2.5344
06 Aug 2012,2.4783
03 Aug 2012,2.5033
02 Aug 2012,2.5375
01 Aug 2012,2.6192
31 Jul 2012,2.5983
30 Jul 2012,2.5283
27 Jul 2012,2.6000
26 Jul 2012,2.6600
25 Jul 2012,2.6813
24 Jul 2012,2.9517
23 Jul 2012,3.3275
20 Jul 2012,3.1271
19 Jul 2012,2.9858
18 Jul 2012,2.9342
17 Jul 2012,2.6325
16 Jul 2012,2.4573
13 Jul 2012,2.4792
12 Jul 2012,2.3890
11 Jul 2012,2.3467
10 Jul 2012,2.3277
09 Jul 2012,2.3437
06 Jul 2012,2.3501
05 Jul 2012,2.6025
04 Jul 2012,2.6208
03 Jul 2012,3.2475
02 Jul 2012,3.6092
29 Jun 2012,3.6008
28 Jun 2012,3.5483
27 Jun 2012,3.4967
26 Jun 2012,3.8775
25 Jun 2012,3.6508
21 Jun 2012,3.5900
20 Jun 2012,3.2775
19 Jun 2012,2.6908
18 Jun 2012,2.5388
15 Jun 2012,2.5592
14 Jun 2012,2.5483
13 Jun 2012,2.4938
12 Jun 2012,2.3867
11 Jun 2012,2.3196
08 Jun 2012,2.4033
07 Jun 2012,2.4008
06 Jun 2012,2.2017
05 Jun 2012,1.9983
04 Jun 2012,1.9183
01 Jun 2012,1.8950
31 May 2012,1.8788
30 May 2012,1.9058
29 May 2012,1.9042
28 May 2012,1.9117
25 May 2012,1.9017
24 May 2012,1.8833
23 May 2012,1.8450
22 May 2012,1.8208
21 May 2012,1.8142
18 May 2012,1.8275
17 May 2012,1.8114
16 May 2012,1.8275
15 May 2012,1.8725
14 May 2012,1.9221
11 May 2012,2.2750
10 May 2012,2.3667
09 May 2012,2.3950
08 May 2012,2.4683
07 May 2012,2.9625
04 May 2012,2.9575
03 May 2012,2.9550
02 May 2012,2.8367
28 Apr 2012,2.7967
27 Apr 2012,3.2850
26 Apr 2012,3.4358
25 Apr 2012,3.4658
24 Apr 2012,3.2163
23 Apr 2012,3.3267
20 Apr 2012,3.4000
19 Apr 2012,3.1992
18 Apr 2012,2.9983
17 Apr 2012,3.0004
16 Apr 2012,3.2900
13 Apr 2012,3.4958
12 Apr 2012,3.0475
11 Apr 2012,2.9975
10 Apr 2012,2.9946
